trip_location,,,,,,,,,,,,
3/2/2016 10:15:34,1.2855756764,103.8468992885,9.4449138641,18.9543982809,38.9295539856,,,,,,,
3/2/2016 10:15:35,1.285502591,103.8468777139,4.5464134216,19.4656520365,38.4373207092,,,,,,,
3/2/2016 10:15:37,1.2864139106,103.8447120055,0.9972097874,19.5115655726,29.0944347382,,,,,,,
3/2/2016 10:15:39,1.2856086954,103.8471424682,0,187.200222089,10.3682556152,,,,,,,
3/2/2016 10:15:40,1.2856086954,103.8471424682,0,187.200222089,11.524559021,,,,,,,
3/2/2016 10:15:41,1.2856086954,103.8471424682,0,187.200222089,13.2608776093,,,,,,,
3/2/2016 10:15:42,1.2856086954,103.8471424682,0,187.200222089,14.1601905823,,,,,,,
3/2/2016 10:15:43,1.2855836812,103.8471878277,2.5772211552,190.6099040871,14.3070631027,,,,,,,
3/2/2016 10:15:44,1.2855868077,103.8471984903,0,193.7044893932,15.2039995193,,,,,,,
3/2/2016 10:15:45,1.2856315718,103.8471921773,1.5848134756,210.9590727175,13.7754192352,,,,,,,
3/2/2016 10:15:46,1.2856315718,103.8471921773,0,210.9590727175,13.0490722656,,,,,,,
3/2/2016 10:15:47,1.2856487118,103.8472058161,0,212.7955486728,16.4309101105,,,,,,,
3/2/2016 10:15:48,1.2856487118,103.8472058161,0,212.7955486728,17.1817092896,,,,,,,
3/2/2016 10:15:49,1.2856487118,103.8472058161,0,212.7955486728,17.8026580811,,,,,,,
3/2/2016 10:15:50,1.2856487118,103.8472058161,0,212.7955486728,12.4239063263,,,,,,,
3/2/2016 10:15:51,1.2856487118,103.8472058161,0,212.7955486728,12.2647838593,,,,,,,
3/2/2016 10:15:52,1.2856487118,103.8472058161,0,212.7955486728,12.4238843918,,,,,,,
3/2/2016 10:15:53,1.2856476455,103.8471966945,2.5493171215,206.1463831905,12.8981809616,,,,,,,
3/2/2016 10:15:54,1.2856495187,103.8471998816,7.3752980232,200.5121987099,12.713394165,,,,,,,
3/2/2016 10:15:55,1.2856519471,103.8472198795,12.2956218719,194.6694516521,13.1252508163,,,,,,,
3/2/2016 10:15:56,1.2856600135,103.8472641188,17.2308998108,190.8877461255,12.5600280762,,,,,,,
3/2/2016 10:15:57,1.2856614267,103.8473092983,22.8150291443,185.363559477,12.4068012238,,,,,,,
3/2/2016 10:15:58,1.285628634,103.8473657638,26.655828476,178.7602376845,12.0969810486,,,,,,,
3/2/2016 10:15:59,1.2855890321,103.8474326685,31.3692417145,174.464444072,12.4077663422,,,,,,,
3/2/2016 10:16:00,1.2855453537,103.8475116512,34.7348937988,169.8001159867,11.2487344742,,,,,,,
3/2/2016 10:16:01,1.2855032608,103.8476140874,36.3251495361,168.5397549002,10.4589691162,,,,,,,
3/2/2016 10:16:02,1.2854801926,103.8477032265,36.338054657,165.6894758213,10.155667305,,,,,,,
3/2/2016 10:16:03,1.2854439367,103.8477827395,36.9617462158,161.5242896955,9.7232294083,,,,,,,
3/2/2016 10:16:04,1.2853971535,103.8478585295,38.2371368408,155.0420498541,7.8222055435,,,,,,,
3/2/2016 10:16:05,1.2853619165,103.8479393348,38.7024116516,149.149669989,6.7490568161,,,,,,,
3/2/2016 10:16:06,1.2853056803,103.8480255423,39.3473892212,148.879541914,6.3361811638,,,,,,,
3/2/2016 10:16:07,1.285251462,103.848093303,29.4725513458,150.2357484866,8.6805429459,,,,,,,
3/2/2016 10:16:08,1.2852017578,103.8481480458,26.265411377,148.9989856612,6.9003124237,,,,,,,
3/2/2016 10:16:09,1.2851475374,103.8481692112,23.0076942444,146.205855567,5.4813075066,,,,,,,
3/2/2016 10:16:10,1.2850795977,103.8482013602,30.2310466766,144.5522216121,5.6267580986,,,,,,,
3/2/2016 10:16:11,1.2850092125,103.8482380458,28.5029144287,144.6751088016,5.5134315491,,,,,,,
3/2/2016 10:16:12,1.2849334291,103.8482808186,29.3090686798,146.4470746871,5.5931305885,,,,,,,
3/2/2016 10:16:13,1.2848499923,103.8483431039,38.3156852722,148.353974659,7.4484810829,,,,,,,
3/2/2016 10:16:14,1.2847655437,103.84839571,26.0025577545,150.3131884402,8.8556118011,,,,,,,
3/2/2016 10:16:15,1.2846869915,103.8484473047,33.1706962585,151.2112910794,8.904882431,,,,,,,
3/2/2016 10:16:16,1.2846096799,103.848501603,28.6384868622,151.4957375135,9.2668018341,,,,,,,
3/2/2016 10:16:17,1.2845464104,103.8485596608,20.0333404541,151.6812560167,8.9728221893,,,,,,,
3/2/2016 10:16:18,1.2845028929,103.8486074052,24.4997692108,151.5344584053,8.2486553192,,,,,,,
3/2/2016 10:16:19,1.2844399156,103.8486690145,27.0845489502,150.6345740063,8.6673145294,,,,,,,
3/2/2016 10:16:20,1.2843088021,103.848778446,37.2496833801,150.7069305079,7.0250005722,,,,,,,
3/2/2016 10:16:21,1.2842055353,103.8488864224,56.9794883728,150.2737208121,8.1507205963,,,,,,,
3/2/2016 10:16:22,1.2841197076,103.8490362585,62.931438446,149.2950672815,10.3277750015,,,,,,,
3/2/2016 10:16:24,1.2840218126,103.849204443,37.1640281677,150.0913826851,8.6039190292,,,,,,,
3/2/2016 10:16:25,1.2840029283,103.8492795063,45.1752357483,152.0231760936,10.2669315338,,,,,,,
3/2/2016 10:16:26,1.2839731527,103.8493774022,44.5027923584,152.2920341799,10.9002180099,,,,,,,
3/2/2016 10:16:27,1.2839260886,103.8494670122,46.5854263306,152.3703620704,13.1341972351,,,,,,,
3/2/2016 10:16:28,1.2838802442,103.8495496242,43.2629508972,152.5931066945,12.900604248,,,,,,,
