RawGPS
Time (UTC),Latitude,Longitude
2015-12-28 16:38:08+00:00,51.29561307,0.96601478
2015-12-28 16:38:09+00:00,51.29552887,0.96602252
2015-12-28 16:38:12+00:00,51.29547003,0.96603114
